,UserID,NewRating,OldRating,User,ReviewDate,Review,ReviewHelpful
147,148,4.0,7.0,domtaylor,2023-07-16,"It's not peak Pixar, but it's still a good effort and shows that the studio isn't out of creative steam just yet.The central romance is really sweet and its core messaging is important, timely and well delivered. On the other hand, the pacing is a little bit off and some of the humour is bizarrely inappropriate (not that I have an issue with adult humour in family films, Shrek is a perfect example of where this works, but it just doesn't fit with the rest of this picture). Also, it bites off a little bit more than it can chew; the core theme is well done, but it has a few other thematic ideas floating around that don't really satisfyingly develop.It's an enjoyable time overall, and seems to be getting over hated for some reason. I'd recommend it if you want a good family film. It's no Spider-Verse, but it's certainly better than the majority of animated fare (*cough* Minions *cough*).",2
148,149,5.0,10.0,pixrox1,2023-07-16,". . . comprising this ELEMENTAL feature. There seems to be far more room for interesting sequels and spin-offs here than was the case with UP. Ember, the Princess of Fire, is one of the more memorable of Mouse House heroines. Though her male counterpart is reduced to playing second fiddle, Wade proves quite adept at providing comic relief. A good story requires an aspect of redeeming social value, and Ember's struggles with anger management provides that element here. The family dynamics are simpler than those found in such recent releases as STRANGE WORLD or INSIDE OUT, which also feature sub-atomic palettes. ELEMENTAL provides enough food for thought to satisfy even the hungriest minds.",2
149,150,3.0,6.0,davidnebotibanez-93523,2023-07-16,"Well, this film told about a romantic with comedy pieces about the fight of racism and.economic differents.Is a beautiful film, but sometimes is boring and you can see the future of script easy.Pixar is boring since disney bought. The quality of film, and the topics, arte typical social critic.I think, Pixar are lost the north 'cause the new films are waste. You've a lots of films with this topic, and the films hasn't magic from elements. Only have a bit references about ""elements"".If you have childs, maybe is a good choice to entertainment but you can rent an other pixar's films to watch (Zootopia for example) to see a better film.Don't recommend, but you can watch it and forget it.",0
150,151,3.0,6.0,tianzy-29630,2023-07-14,"Laughter and heartwarming, in an idealistic world where love wins over all, including seemingly stubborn parents and traditions...it is a chill to have.The concept of elements is imaginative with many creative renditions, and the hierarchies among them are definitely a reflection of our real world, only a bit superficial and simplified.The core of the story seems a bit inadequate, on the other hand, love comes too simple, and struggles too easily lifted. That it takes so long for Ember and Wade to try to touch each other and found it wouldn't hurt but instead creating something new is...touching but begs the question: none has tried before?",0
151,152,4.0,8.0,ibrahim-abdalaziz,2023-07-14,"The movie itself deserves a solid 6.5  10 rating. The story is decent and has its good moments, but unfortunately falls into the predictable category of romantic comedies. However, what truly elevated the film for me was its theme song, which I have to give a +3 boost to my overall rating, bringing it up to an impressive 9.5  10.I cannot quite put my finger on it, but there was something incredibly moving about the song that really struck a chord with me. It made my eyes well up with tears and left me with a lingering feeling of warmth and tenderness. The combination of the song and the film's story was truly heartwarming, and I found myself thoroughly enjoying the experience.Overall, I would highly recommend this movie to anyone looking for a sweet and charming rom-com. While the story may be predictable, the theme song alone is worth the watch, and will leave you feeling touched and uplifted. I truly loved this movie and the emotional response it evoked in me, and I am sure many others will feel the same.",0
152,153,5.0,9.0,nathanjhill-58654,2023-07-14,"My kids and I went into Elemental not expecting much. Heck, we had just been to In-N-Out, so our expectations were low (but solidly low).I had heard the movie was a tear jerker, but I was not suspecting the deep layers of storytelling on hand. For example, the immigrant story from a US perspective is something. Imagine leaving your homeland to make a new life, risks and all, in a place where you were not necessarily respected. That's Elemental.And then you fall in love with someone who your parents did not expect.Wow.Was it perfect? No. The movie kept telling us about timelines and the mostly ignore the deadlines. Three days? Seven days? Whatever. I think it could have used some touching up in those areas. Overall, it is a movie about how similar we all are in spite of our differences. I want to watch it with my wife who is from a different cultural background. Maybe we can find ways to celebrate who we are.Also, the flower was wild.",1
153,154,2.0,3.0,joecozby,2023-07-13,"I expected far better, the movie having been lauded as a spiritual sequel to Inside Out. A poor plot line, forced jokes whereby punchlines were repeated numerous times throughout the film, and a general sense of ""why bother?"" - not a film that will be remembered in the history books. There were also a variety of plot holes and unexplained plot points that weren't followed up throughout.They said the short film ""Carl's Date"" which shows beforehand is a nice visit back to the Up universe, although again not game changing or memorable in any convincing way.Disney are rapidly falling behind their competition and I would have expected this film to head straight to Disney+.",1
154,155,2.0,4.0,DoNotComeToTheCinemaDepressed,2023-07-13,"This Film is the Definition of Just Enough.The World Was Not Developed Enough and It felt Rushed at Times.Here's the Problems -1. They needed to Explore and Flesh Out the City More, it was a Complete Rush-Job2. The Story was Dull as Hell. Why didn't they Rewrite the Script for a Tournament Based Film with the 4 Elements Competing against eachother, for a Grand Prize, in Various Games in that Arena instead of this Boring as Hell Story?3. They needed to Build on the Different Element Devices a lot more, apart from the Water and Fire, it was treated as an After Thought for the others.4. 75% of the Film was Boring as Hell.Good Things -1. The Concept2. The City Looked Beautiful at Times, some Amazing Shots. 🌆3. The Ending was Really Good.Overall, Nowhere near as Good at it Could of Been with a Different Script.",0
155,156,3.0,6.0,detail-98357,2023-07-13,"Compared to Zootopia, the character images depicted in Elemental are more dreamlike and more endearing. The element setting is also represented in personality differences and living environments. In terms of creating a fantasy world, Elemental is stunning.The arrangement and portrayal of the characters are also well done. With five main characters, each has different personalities and appearances, and are portrayed vividly and naturally. However, the depth of the characters is far from sufficient. Character motivation and character development are lacking, with which it's difficult to evoke deeper emotions from the audience.The storyline is quite conventional and not groundbreaking at all, which is okay if the movie handles it well. In Elemental, here are some major storyline or issues, hardships of leaving hometown, the regret of not receiving recognition from elders, the burden of inheriting a family business, the struggle to find oneself, and the sparks of romance across factions, etc. However, Elemental handles these plotlines and issues somewhat roughly, even haphazardly.Take inheriting the family business and the pursuit of self-discovery for example. The protagonist was eager to inherit the family business in the first place, but suddenly, without any obvious reason, she felt the need to fulfill her talent and pursue her own path. Such rough arrangements make the already weak plot more fragile.Overall, it is a film where the audio and visual effects outshine the character portrayals, storyline and issue discussion.",0
156,157,5.0,10.0,ergo-58534,2023-07-12,"Elemental is a beautiful and charming animated film from Disney and Pixar that tells the story of Ember and Wade, two elements of fire and water who fall in love despite their differences. The film is set in Element City, a vibrant and diverse metropolis where elements of air, earth, water and fire coexist and work together. Ember is a fiery and adventurous woman who lives in Firetown, a district full of warmth and energy. Wade is a calm and gentle man who lives in Watertown, a district full of tranquility and harmony. When Wade accidentally floods a convenience store owned by Ember's father, Bernie, he meets Ember for the first time and sparks fly between them. However, their relationship faces many challenges, such as their families' disapproval, their incompatible lifestyles, and the dangers of mixing fire and water. Will they be able to overcome these obstacles and find happiness together?Elemental is a delightful and touching film that celebrates the themes of diversity, acceptance, and love. The film is directed by Peter Sohn, who previously helmed The Good Dinosaur, and written by Sohn, John Hoberg, Kat Likkel, and Brenda Hsueh. The film features an amazing voice cast, including Leah Lewis as Ember, Mamoudou Athie as Wade, Ronnie del Carmen as Bernie, Shila Ommi as Cinder, Ember's mother, Wendi McLendon-Covey as Gale, Wade's boss, Catherine O'Hara as Brook, Wade's mother, Mason Wertheimer as Clod, Ember's earth neighbor, and Joe Pera as Fern, an overgrown city bureaucrat. The film also boasts a stunning animation style that brings Element City to life with vivid colors, textures, and details. The film showcases the unique characteristics of each element, such as the fluidity of water, the brightness of fire, the solidity of earth, and the lightness of air. The film also uses clever visual metaphors to illustrate the emotions of the characters, such as Ember's hair changing color according to her mood, or Wade's body evaporating when he is nervous. The film also has a wonderful score by Thomas Newman that captures the mood and tone of each scene.Elemental is a masterpiece of animation that deserves 10 stars out of 10.",2
157,158,5.0,9.0,nagendramaddula,2023-07-12,"Watched this movie with my daughter and it is amazing. Visualization of fire 🔥 & water 💧 characters is just outstanding. After a very long time hearing a refreshing background music in Hollywood movies. So much thought process was put in the movie which was clearly shown on the screen. I was looking for how Fire and Water will react, what fire can do, water can do. Not just story but lot of scientific research was made to make it as realistic as possible. There is comedy, sentiment and a good message to society. Kudos to the director for coming up with a such nice subject. I recommend everyone to watch this movie with your family.",2
158,159,4.0,7.0,neil-476,2023-07-12,"Bernie comes from a fire land to a city where Fire, Water, Earth and Air beings live together. His daughter Ember, is a fiery individual who Bernie wants to take over the business he has created, if only she'll grow up and learn to control her temper. Into her life comes Wade, a water being. Ember starts to realise things about herself, and starts too fall for Wade. But fire and water? Together?On the face of it, this is a fantasy romance about two apparently ill-matched characters, against a background of several intertwined subplots, all of which add action, suspense, and prejudice. The story works perfectly well (although you can forget earth and air characters, who are more or less irrelevant).The film, of course, looks fantastic. What we see is not remotely possible, but there it is, and it's beautiful.As usual with Pixar, there is a subtext, and this time it's about being true to yourself, which applies here in a number of different ways and contexts.Ember's temper means that she's not always likeable, and this is a difficulty the film has to work to overcome (Bernie's blindness to anything except his personal vision) is also an irritation. But the film nails the landing, and is always worth looking at.",0
159,160,5.0,10.0,zeynepsahin-78230,2023-07-12,"The movie is like a beautiful visual feast. The elements are very well drawn. The movie tells about the love of fire and water. We can say that in two people of different races. The personalities of the characters are very nice, I really like the movie.the atmospheres are pretty good. To some this may remind the zootropolis. But I can tell you're different from him At first glance, this movie may have reminded you of the fire and water platform game. But the producers said it had nothing to do with it. Anyway, my only regret is that the score is very low. Score should have been a power of 8, not 7 .anyway that's it.",0
160,161,4.0,7.0,quiqueperezsoler,2023-07-11,"To say the world of Elemental is a not-so-subtle allegory of real life wouldn't be an overstatement. To say the themes and plot points explored in this movie diverted a bit of the typical rom-com and immigrant family struggles wouldn't be an oversimplification. I liked this movie, and I think everyone will too. What's not to like?The animation style is unique and virbrant, mixing 3D and 2D fitting the trend Spiderverse began; the characters are charming, the story endearing and the world stunning and.. a tad underdeveloped. I know what this movie is trying to do, it is attempting this mix between real-life allegory prejudices from Zootopia and metaphysical introspective foud in Inside Out. However, it fails at nailing what these two succeeded at doing:Zootopia made the effort to establish the pillars of how society worked. Surely the nature of the members of its society (animals) themselves explained most of the prejudices and ""class distinction"", but the environments and cities were explored in a montage to a certain extent to explore a bit how these different creatures lived together. Here, there are so many obvious questions unanswered that it becomes distracting. You don't need to explain every single rule of how the world works but you still have to establish the grounds for an understandable story. I know the director drew inspiration from his childhood and his parents childhood into the story, and that's why I like it, it feels personal, it feels like I'm being let into the past and the heart of someone who cares. That's why it's more frustrating when some elements presented weren't explored or developed enough to make sense out of everything. So many questions needed to establish the backstory of this world and family: what was this other place the father had to leave from? How is it connected to the Elemental City? Are they the first immigrant family in the Elemental city? Are each element a different race? Why did they move to an abandoned neighborhood, and why was it abandoned? If the world was an allegory of New York or America, why is there only one-sided racism towards fire? I know it makes sense when talking about elements but do other couples combine too? Can they? Will they? The story seems to have a lot of firsts that the setting (inspired by the modern day) doesn't correlate to, if this allegory of the world we live in was as 1 to 1 as the movie presents it to be; this idea becomes a bit anachronistic.If the fire people are seemingly the immigrants who are not given any help to settle in the Elemental society, are other elements being prejudiced against? And it is just unfortunate because I really believe there are some nuggets of good ideas but the script never takes any chances with it. In turn, every element becomes the most average version of itself: the rom com tropes feel retraced, the relationships father-daughter familiar and stereotyped, the family of the boyfriend somehow white-guilt-tripped.Not to mention the character arcs. Amber has so much potential in the first half of the movie, boyfriend is a bit annoying but his heart is in the right place. But this is Amber's story, mostly because the boyfriend never had any motivation outside his job and her, he is a blank slate, and that's okay because Amber is the main protagonist. And what a waste. And mostly, her emotional moments were robbed from her: We never saw that Amber wanted to do something other than owning her father's shop, we never knew she wanted to do glass sculpting until bf's mom told her she should do it, and even then she thought no other alternative is to be thought off, only choice is the store; we never saw a inner conflict of her finding her true calling, she just ""stumbled upon it"", and when it was time for her to be honest with her dad, it was her bf who robbed her of that confession, he forced her to tell him in the worst possible time (in a bad way); she should have confessed that herself, out of courage and with the hope that her dad would understand and respect her choice; not to mention her dad never really lears to accept water people, we only learn he accepts her choice of not taking care of the shop. He never has a heart to heart with the one member of the society who has proven him the water people may not be that bad.No only that, but during her entire upbringing, Amber was always shown excited to take care of the shop, we never thought she'd be intrigued in pursuing another career path, she went straight to what her father taught her. And then when we see she may not have the patience to deal with bad customers, this could have been a great opportunity to challenge her to be better. Or what I thought would actually happen, that her bf, who was shown to be good at expressing his feelings and hyping up people, would be the one with whom she would learn to cool down and not stress. The element's natural essence work wonders for this concept, she is fire so she can get irritated and blow up, but water is calming and soothing, he could have been the perfect element to combine with.Unfortunately, the story was too focused on the particular themes it wanted to explore, too personal to the artist to let us into the world they created. The world-building was lacking because the story and characters were more important, and that's fine, but then the world of the elements is wasted in its conceptual potential. This story would have been completely fine as a live action or in a world with people. Zootopia had an overarching plot, a detective case used as a backdrop of their story, a way for the main characters to explore every aspect of the society they had presented. And applying prejudices and commentary on our current society.The few emotional payoffs do not hit as hard because the story never delves into the intricaccies of any of the themes it presents. It tackles all of them well enough, but it feels shallow as we never get to see how certain prejudices or preconceptions affects the world around them. We learn the water people are actually the ""high class"" but we never see what the other elements are, and it's not like you can tell right away based on elemental hierarchy because there is no preestablished hierarchy like we can find in the Animal kingdom. The movie rushes through everything and never takes a moment to breath, to settle in the notions it establishes. If anything, the biggest emotional payoff was the salute betwen daughter and father at the end, harkening back to the flashback scene with the dad. It's just that movies like Turning Red have represented this aspect of mix-cultures better than in this movie,The movie doesn't know what it wants to be, it starts being a ""passing the baton"" from father to daughter where she must prove she is up to the task, then finds a conflict in that she must calm down in order to do a good job and then she worries about fixing the water fissure so that her dad doesn't learn that the pipes bursting was her fault even though it wasn't her fault because it was the water dam who was at fault so it wasn't really her fault; and yet later suddenly is told she is good at doing glassware and she suddenly decides to leave and.... I just, don't understand the correlation between any of the resolutions of this story. I know on paper they make sense how things ""could"" be connected, but we never see them connect.Again, my conclusion to this movie is, I applaud PIXAR for not doing a sequel and creating a new style and world; it says a lot about their capacity to create new worlds and the animation is amazing; it's just that the story retreaded a lot of familiar beats, never trying to tell something new or use its unique world to flesh out new ideas and concepts. I can see the story had personal significance to the director and I'd love to see more of these sort of personal stories and unique perspectives about society; just make sure you also deliver an impactful climax and emotionally resonating but also well-fleshed out pay-offs. But definitely this is the better path for a better PIXAR.",1
161,162,5.0,9.0,Elvis-Del-Valle,2023-07-10,"Elemental is quite a different movie than anything Pixar has brought us before because of the animation and character style. It feels like a different movie, but it has that Pixar style of storytelling. It is a story of an ipossible romance that little bu little grows and leads Ember Lumen to discover that her task of taking her father's place is perhaps not what destiny has in store for her. Upon meeting Wade Ripple, Ember discovers much more about herself. The plot is simple, but it serves its purpose. The idea of using characters made up of the four most known elements makes the movie feel like something new that hasn't been done before. Even many of these characters make the film look surreal, adding the amazing animation that makes it visually masterful. The idea of an impossible romance between a woman of fire and a man of water gives the film a poetic touch. Ember's fire ends up being symbolic of her frustration and inner conflict. Wade's water becomes a symbolism of his sensitivity, and that is why it is not uncommon to see him cry. It is a couple made up of a conflicting woman and a sensitive man. Even the idea that the elements are not compatible becomes an allegory with respect to inequality, and it is more evident when seeing the distrust that Ember's father has towards the people of water. The plot has good potential to be a great love story, and if it had been a much more dramatic love story in the style of movies like Titanic or Our Fault in Our Stars, it would certainly have been an excellent romantic movie. Elemental is an enjoyable movie that derives from what is already known about Pixar, and that makes it a unique movie that deserves a chance. My final, unique and valid rating for this film is 910.",0
162,163,4.0,7.0,timeblank,2023-07-10,"I like two things about this film, the father and daughter moment, and how the fire daughter overcame her insecurities and temper. The film has a great sense of amazing visuals.The film starts off with the two fire parents who came to this new world, where nothing is explained and somehow all different elements are living together. Finding a place to live was tough, and suddenly we have more fire people living together. I was thinking where did they come from, they built their cities fast.It left me in a state of confusion, suddenly the film just rushed the story to the daughter being born. Then the film became a love romance between Fire and Water.The two things I liked were the strongest points in the film. Other than that it felt mediocre.",0
163,164,5.0,9.0,Mini135,2023-07-10,"First of all, I think Elemental is a great Disney and Pixar movie, for many reasons.Elemental is funny, romantic, and has a lot of color and details. Nobody would expect this from this movie, but I always did.The story is a never seen story in Pixar, that makes us laugh and cry. Altought sometimes feels empty, and that's the reason why I am giving a 9 (nine). The visuals are amazing, such as the soundtrack.I love romance movies, and I think this is a great one!The movie embraces the imigration, a theme that is rarely used in a movie. The fact that she wanted to sacrifice her for her parents, having the shop instead of her dream is a true fact that many families feel.Overall, I think Elemental is a great movie in many ways. It's well done, and embraces real themes and in the end give us a happy ending, that was all we wanted to Ember and Wade.",1
164,165,5.0,10.0,sresthitamukherjee,2023-07-10,"One of the best movies I have watched... 😃
I can watch this movie a several times. It's a great movie to watch with kids. This movie is underrated. Not sure why. Yesterday I went with my husband to watch this movie , the hall was almost full. People come to watch it. This movie is awesome and nicely organised. I very much liked this movie. An emotionally strong film a truly great piece of filmmaking a skilful piece of filmmaking. Elemental Movie is an extraordinary cinematic experience that leaves a lasting impression. With its breathtaking visuals, compelling storytelling, and thought-provoking themes, it offers a profound exploration of our relationship with the natural world. Despite a few slower moments, this film is a testament to the power of cinema in inspiring awe, fostering environmental consciousness, and reminding us of the intrinsic beauty that surrounds us. Elemental Movie is a must-watch for anyone who appreciates the wonders of nature and love.🌞🌞",1
165,166,4.0,7.0,melonhulkhead,2023-07-09,"Elemental has all of the components that make a movie a great watch: gorgeous visuals, solid voice acting, an impressive score and an engaging romance. Obviously it's Pixar so it's gonna excell with the animation and textures of this new large world to explore. The voice cast wasn't anything special but did a very good job with the (occasionally generic) script given to them. The music was also actually very good with a couple of pop songs we've all heard and a few new ones that fit the tone of the movie aswell.The romance was definitely the highlight of this movie. So the whole point is that both protagonists are from opposite communities and have the whole ""hedgehog effect"" (the closer they get the more they hurt eachother) obviously due to one being fire and the other water. This sounds very basic and not anything that unique yet I couldn't help actually feel engaged by their relationship with eachother. They're both fairly likeable characters with certain personalities that help create quite a fun level of chemistry. It also does feel quite natural with how they become more comfortable with eachother for the first half of the movie. I could see the argument that maybe it felt a little bit rushed but it still worked nonetheless. The only issue I had was their relationship was during the third act of the movie which had the cliche ""I love you but we shouldn't be together"" conflict. Obviously it made sense with the type of characters they were but the argument just felt completely out of nowhere which almost made my eyes roll.Also surprisingly the comedy was very good for the most part. Wade turned out to be hilarious and the line deliveries within these scenes were great. He also had a large amount of visual comedy which somehow got me laughing more than anything else. However outside of Wade the rest of the movie lacked with the comedic side. There were a couple of moments that made me chuckle with characters such as Ember and Wade's family but there wasn't really much else.One of the problems for me was the dialogue especially between Ember and Wade. It wasn't the worst thing I've ever heard but it felt so generic and sometimes cringeworthy during certain scenes.The story was also admittedly a bit all over the place. There were many times when we would go from one scene to another with little build up so it would feel quite unnatural and random. There were also entire scenes which just felt completely irrelevant even if stuff like the visuals or comedy was really good. There's a scene later in the movie where Wade and Ember are travelling around an area with really nice visuals but it just felt stretched out for the sake of ""looking good"". It did nothing for either of the characters and seemed to only be there to move on to the next scene.Characters were also a bit of a hit or miss. Really the only highlights are Ember, Wade, Ember's Dad and that's probably about it. Everyone else just kinda showed up and left in the next scene. Nobody else felt very relevant to the plot nor were they actually very entertaining to watch (outside of Wade's family who got out a few laughs). Even Wade, the secondary protagonist, didn't have that interesting of a character. Sure he was fun but he had a lack of depth.So to sum it up, Elemental is a pretty good romcom with great visuals and surprisingly good music. It had a somewhat generic (yet enjoyable) plot with few memorable characters outside of the 2 protagonists. 710 maybe a 6.510 but the animation was just that good.",0
166,167,4.0,8.0,KFstudios2009,2023-07-09,"Elemental. If I have to be honest, I wasn't sure about this movie at first. It looked simple, and the trailers didn't make such impression. But then I saw the movie, and I mean, it is the best animated movie from 2023 so far. It was way better than the Peter Pan remake from this year, that was terrible, and I am happy that Disney are finally making something original.The story take place in Element City, where water, earth, air and fire lives among each other. We are focusing on a character called Ember (That is a fire girl) and she is going to take over her fathers shop. But then she discovers a water-boy called Wade and they fell in love. The biggest issue of this movie is that Ember have to find out who she is and that elements can't mix.I enjoyed the movie very well. It was very good animation, it was amazing! The dynamic, expression and color was very well made. Great dialogues and the characters was introduced good. I was floating good across the movie and I was all focused, I was waiting for what is coming next, but I think the movie could be 10 minutes shorter. But it is not a big deal, I think after all it is completely fine.The main characters were great, too. Wade and Ember were such a cute couple together, it was very nice to look at them together. Wade was a sensitive, but at the same time brave, funny guy, and Ember was a nice, cute girl and she was caring about her family. Even if 85% was about them, we got a look at the other characters, like Wades family and Embers.The moral was very deep and learning. This movie showed how the perspective of different cultures can be, that you have to follow your dreams and your heart, that love is the most important thing in life, and that everyone can change if you are nice to them. If you are nice to others, then the others will be nice to you.Fantastic movie, should you watch it in 3D or 4Dx? I think it isn't necessary. This movie is a great experience anyway, some of the animations in the movie looked actually very 3D, and the movie itself is completely fine to watch without the extra effects. Recommend this for everyone, family-friendly, check. Great story, check. Great animation, check. Great experience, check. This movie has everything, it was just the 10 minutes that they could cut off.In theaters from 7th July 2023.",0
167,168,3.0,6.0,freemantle_uk,2023-07-09,"I saw Elemental because my nephew really wanted to see it. What I liked about Elemental was it's immigration story because it showed the struggles of Ember's parents had to go through when they moved to Element City. They had to suffer from prejudice and had to work hard to have a establish a life for themselves. The opening five minutes was excellent work from Pixar as it told a mini story about Ember's story arriving in the city. There were also an excellent look at how immigrant communities keep a hold of their culture and how their children live in too worlds. However, other parts of the film weren't so well thought out because the chemistry between the main two characters was lacking and the theme of prejudice wasn't so strong since there were genuine reasons for fire and water people to fear each other. Ember's story felt like it needed refining since she wanted to honour her parents yet the film added the idea she had potential to be an artist was suddenly added in.",0
168,169,3.0,6.0,melodyso,2023-07-09,"I went in with really high expectation. But it turned out to be quite mediocre. I feel like immigrant parent's disappointment story has been told a million times. None of it is new and surprising. The love story between water and fire is a bit stretched. I wasn't really able to see how the strong bonding they had formed. It just feels lazy to force a love story in and throw in those over the top love declarations. This movie has got the conflict, escalation, resolve formula. But it's been done so many times before just in different background.All that being said, I appreciate the idea of elements. And the universe and characters it created was cute and aesthetically pleasing. Especially the night view scenery. Although the form of water and fire seems a bit odd.",0
169,170,5.0,9.0,deehale-57489,2023-07-09,"I personally thought it was a good story. Rom com for kids, lol. It was cute and I even ""awww'd"" and possibly teared up a few times.Story that anyone can relate to- two different groups of people being always told they can't mix or be together.Maybe to complex for the age group it was intended for, but it was a cute story and greatly told. I enjoyed it! Watch the movie for yourself before taking all the negative reviews in. Especially if the negative reviews came from the unintended target audience.Great graphics, good voices, very colorful and captures  keeps your attention. Just hand tight until the end. Ember & wade are great.",0
170,171,5.0,10.0,chris_rowe-881-168820,2023-07-08,"I cannot for the life of me understand why people are so hateful towards things now, sometimes I just can't see how I'm seeing the same thing as them. I kind of understand why Disney do these films that tie into real world issues and I think it's an obligation to keep kids innocent and accepting which is their nature, the only reason of the negativity is how they get influenced, so I guess the people hating are the ones who don't like acceptance, inclusivity etc. I think it was mild, not too aggressive and handled well and sadly it's poignant because adults still behave awfully.The characters were great, I like how they used unknown people for the voices and I like how it's treating kids as mature and not making it babyish. The animation is perfect as always, the world is very similar to other Pixar films but there's kinda limited stuff to do with that. The underrated Ruby Gillman film had slightly better visuals but both were exceptional.If you've become so dead inside this seriously makes you score 0-510 then I feel sorry for you, I'm 36 and make and Disney will always be top notch.",4
171,172,4.0,8.0,raulvg-31151,2023-07-08,"Pixar is back to being great as it usually is, (although in the last few films, it has been disappointing...) the story is fun and good on an ok level.The romance between the characters is very fluid and I bought into their relationship, as did the people who watched it with me.I feel that the level of emotion in Pixar movies has been decreasing, but I am sure that the climax of this film was never final. It sure was a little before the end, heand part of the third act is amazing....and my god!The art direction of this film is perfect.I liked how the more scientific things were presented in the form of children's animation, in addition to funny ideas, they are really good jokes!As a Brazilian and seeing the film dubbed (Brazilian Portuguese), I feel that I can enact the incredible dubbing! The slang and everything else is great in the movie!Good and just fun, but not really exciting as the title of this review says. I believe it is worth seeing in theaters with the family!",0
172,173,5.0,10.0,jpowell-62524,2023-07-08,"The story may have been a tale as old as time... But, Wade resonated with me immensely; and, Ember resonated with my girlfriend. We both caught each other making the biggest grins at each other during Elemental. I was blown away by the animation, but I felt personally connected to the cast and that's where Elemental did everything right. They brought a beautiful story and made it even better. Pixar is proving to be one of, if not the best animation studio out there. Because Elemental did not have the box office start Pixar wanted and what we the fans have found was an instant cult classicfavorite. Critics claim this movie is too repetitive, been done too many times, please do not take a low grade from a critic seriously. Listen to those of us who have not lost the magic of going to the movies. This story has never been told with the characteristics of our main characters in mind. I honestly hope to see a sequel or a short series that goes into the life of Ember and Wade. Imagine their offspring! A little steamy baby has already got me excited about any possibilities. I am sincerely hoping for a quick transition to Disney + simply because of how infatuated I am with this story. If you are contemplating spending the money or waiting. I strongly recommend spending your weekend watching this movie. I may be going again before the weekend is up!",4
173,174,4.0,8.0,erik-tjernstrom91,2023-07-08,"Went to the cinema with our kids 5-7 years old
And they loved it. It's an easy but important story for everyone. The movie contains both laughs and sad moments in a great mix and off course in an colorful environment. My kids wanted to watch it again after the movies at the cinema ended.As a parent perspective it's an roll along movie that's are predictable but it's contains adult yokes too. But the storytelling works good and it's easy to talk with your kids later how they felt. I really hopes it get many viewers, sadly one day after premiere in Sweden it's was 9 people watching in our hometown .",0
174,175,5.0,10.0,amandapimenta,2023-07-08,"""Elemental"" by Pixar is an extraordinary cinematic experience that seamlessly weaves together laughter, heartfelt moments, and profound life lessons. This animated gem takes viewers on a captivating journey alongside Ember and Wade, two endearing characters who discover the true power of friendship and unity in a city where fire, water, land, and air residents coexist harmoniously.Watching alongside my 5-year-old, he giggled uncontrollably, engrossed in the whimsical story and relatable characters. It effortlessly catered to his young mind, imparting valuable lessons that were conveyed in a way he could understand and appreciate.One of the aspects that made ""Elemental"" truly remarkable was its ability to effortlessly cater to young minds, while delivering important lessons in a way they can understand and appreciate. Ember, a fire character struggles with her temper throughout the story. As the audience watches Ember's journey unfold, we witness the challenges she faces and the consequences of losing control. Through Ember's character arc, ""Elemental"" gently conveys the significance of self-control and the power of managing one's emotions. It gently guides children to understand that experiencing anger or frustration is normal, but it emphasizes the importance of finding constructive ways to express and manage those emotions. This valuable lesson, wrapped within the film's delightful narrative, instills a sense of empathy and self-awareness in young viewers, fostering emotional growth and maturity.What truly sets ""Elemental"" apart is its ability to address important societal themes with grace and sensitivity, elevating it beyond a typical animated film. The movie offers a poignant exploration of immigration, immersing viewers in a world where fire, water, land, and air residents coexist harmoniously. Ember and Wade's perspective allows the film to vividly portray the challenges and victories experienced by individuals from diverse backgrounds and cultures. ""Elemental"" beautifully underscores the importance of approaching others with kindness and respect, irrespective of the disparities that separate us. ""Elemental"" serves as a gentle reminder of the power of empathy and understanding, urging audiences to embrace diversity and foster inclusivity in our communities. By highlighting the value of unity and compassion, ""Elemental"" becomes a catalyst for meaningful conversations, promoting a more inclusive and accepting society for future generations.""Elemental"" beautifully illustrates the weight of family responsibilities, showcasing the importance of supporting our loved ones and working together as a unit. The film celebrates the strength and unconditional love found within families, while also reminding us of the significance of individuality and personal growth.In addition to its profound themes, ""Elemental"" is a masterclass in crafting genuine happiness. The film expertly captures the essence of joy through its witty humor, infectious energy, and heartwarming moments. It reminds us that happiness can be discovered in life's simplest joys, and that genuine contentment stems from cherishing the meaningful connections we forge along our path.Visually, Pixar once again dazzles with their impeccable animation. The city and its elemental residents are brought to life with breathtaking artistry and attention to detail. The vibrant colors and meticulous designs serve as a feast for the eyes, further immersing viewers in this fantastical world.In conclusion, ""Elemental"" deserves nothing short of a perfect rating. With its compelling storyline, rich themes of immigration and acceptance, emphasis on family bonds, and the profound exploration of happiness, it stands as a remarkable achievement in storytelling. This captivating cinematic experience will not only entertain audiences of all ages but also inspire them to embrace compassion, celebrate diversity, and cherish the true essence of happiness.",2
